_id,Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,[Units],FootNote,BasePeriod
677e2be021b30cb58c5b05e1,6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",360,Indonesia,2011,27.10766,2011,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2be021b30cb58c5b05e5,6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",360,Indonesia,2012,27.40621,2012,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2be021b30cb58c5b05e8,6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",360,Indonesia,2013,27.70254,2013,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2be021b30cb58c5b05ea,6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",360,Indonesia,2014,27.99699,2014,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2be021b30cb58c5b05ec,6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",360,Indonesia,2015,28.28922,2015,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2be021b30cb58c5b05ef,6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",360,Indonesia,2016,28.57923,2016,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2be021b30cb58c5b05f3,6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",360,Indonesia,2017,28.8666,2017,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2be021b30cb58c5b05f5,6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",360,Indonesia,2018,29.15156,2018,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2be021b30cb58c5b05f8,6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",360,Indonesia,2019,29.43392,2019,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2be021b30cb58c5b05fb,6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",360,Indonesia,2020,29.71392,2020,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2be021b30cb58c5b05fe,6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",360,Indonesia,2021,29.99125,2021,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2be021b30cb58c5b0602,6,6.1,6.1.1,SH_H2O_SAFE,"Proportion of population using safely managed drinking water services, by urban/rural (%)",360,Indonesia,2022,30.26617,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2be021b30cb58c5b0604,,,,,,,,,,,,,,
677e2bea21b30cb58c5b0606,6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",360,Indonesia,2006,75.13763,2006,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2bea21b30cb58c5b0608,6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",360,Indonesia,2007,75.29998,2007,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2bea21b30cb58c5b060b,6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",360,Indonesia,2008,75.46293,2008,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2bea21b30cb58c5b060e,6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",360,Indonesia,2009,75.62568,2009,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2bea21b30cb58c5b0613,6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",360,Indonesia,2010,75.78456,2010,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2bea21b30cb58c5b0614,6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",360,Indonesia,2011,76.14565,2011,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2bea21b30cb58c5b0617,6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",360,Indonesia,2012,76.4897,2012,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2bea21b30cb58c5b061a,6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",360,Indonesia,2013,76.81639,2013,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2bea21b30cb58c5b061e,6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",360,Indonesia,2014,77.12625,2014,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2bea21b30cb58c5b0621,6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",360,Indonesia,2015,77.41882,2015,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2bea21b30cb58c5b0624,6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",360,Indonesia,2016,77.69417,2016,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2bea21b30cb58c5b0626,6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",360,Indonesia,2017,77.95191,2017,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2bea21b30cb58c5b0629,6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",360,Indonesia,2018,78.19248,2018,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2bea21b30cb58c5b062c,6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",360,Indonesia,2019,78.41584,2019,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2bea21b30cb58c5b062f,6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",360,Indonesia,2020,78.62239,2020,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2bea21b30cb58c5b0634,6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",360,Indonesia,2021,78.81206,2021,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2bea21b30cb58c5b0635,6,6.2,6.2.1,SH_SAN_HNDWSH,"Proportion of population with basic handwashing facilities on premises, by urban/rural (%)",360,Indonesia,2022,78.98522,2022,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",PERCENT,,
677e2bea21b30cb58c5b0638,,,,,,,,,,,,,,
677e2c0421b30cb58c5b0639,6,6.3,6.3.2,EN_H2O_RVAMBQ,Proportion of river water bodies with good ambient water quality (%),360,Indonesia,2023,5,2021-2022,Directorate General of Environmental Pollution and Damage Control,PERCENT,,
677e2c2721b30cb58c5b0650,6,6.4,6.4.1,ER_H2O_WUEYST,Water Use Efficiency (United States dollars per cubic meter),360,Indonesia,2005,2.79,2003-2007,Food and Agriculture Organisation of United Nations (FAO),USD/m3,,
677e2c2721b30cb58c5b0653,6,6.4,6.4.1,ER_H2O_WUEYST,Water Use Efficiency (United States dollars per cubic meter),360,Indonesia,2006,2.84,2003-2007,Food and Agriculture Organisation of United Nations (FAO),USD/m3,,
677e2c2721b30cb58c5b0658,6,6.4,6.4.1,ER_H2O_WUEYST,Water Use Efficiency (United States dollars per cubic meter),360,Indonesia,2007,2.9,2003-2007,Food and Agriculture Organisation of United Nations (FAO),USD/m3,,
677e2c2721b30cb58c5b065b,6,6.4,6.4.1,ER_H2O_WUEYST,Water Use Efficiency (United States dollars per cubic meter),360,Indonesia,2008,2.94,2008-2012,Food and Agriculture Organisation of United Nations (FAO),USD/m3,,
677e2c2721b30cb58c5b065e,6,6.4,6.4.1,ER_H2O_WUEYST,Water Use Efficiency (United States dollars per cubic meter),360,Indonesia,2009,2.95,2008-2012,Food and Agriculture Organisation of United Nations (FAO),USD/m3,,
677e2c2721b30cb58c5b0664,6,6.4,6.4.1,ER_H2O_WUEYST,Water Use Efficiency (United States dollars per cubic meter),360,Indonesia,2010,3.03,2008-2012,Food and Agriculture Organisation of United Nations (FAO),USD/m3,,
677e2c2721b30cb58c5b0667,6,6.4,6.4.1,ER_H2O_WUEYST,Water Use Efficiency (United States dollars per cubic meter),360,Indonesia,2011,3.15,2008-2012,Food and Agriculture Organisation of United Nations (FAO),USD/m3,,
677e2c2721b30cb58c5b066c,6,6.4,6.4.1,ER_H2O_WUEYST,Water Use Efficiency (United States dollars per cubic meter),360,Indonesia,2012,3.24,2008-2012,Food and Agriculture Organisation of United Nations (FAO),USD/m3,,
677e2c2721b30cb58c5b066f,6,6.4,6.4.1,ER_H2O_WUEYST,Water Use Efficiency (United States dollars per cubic meter),360,Indonesia,2013,3.31,2013-2017,Food and Agriculture Organisation of United Nations (FAO),USD/m3,,
677e2c2721b30cb58c5b0672,6,6.4,6.4.1,ER_H2O_WUEYST,Water Use Efficiency (United States dollars per cubic meter),360,Indonesia,2014,3.38,2013-2017,Food and Agriculture Organisation of United Nations (FAO),USD/m3,,
677e2c2721b30cb58c5b0679,6,6.4,6.4.1,ER_H2O_WUEYST,Water Use Efficiency (United States dollars per cubic meter),360,Indonesia,2015,3.48,2013-2017,Food and Agriculture Organisation of United Nations (FAO),USD/m3,,
677e2c2721b30cb58c5b067a,6,6.4,6.4.1,ER_H2O_WUEYST,Water Use Efficiency (United States dollars per cubic meter),360,Indonesia,2016,3.61,2013-2017,Food and Agriculture Organisation of United Nations (FAO),USD/m3,,
677e2c2721b30cb58c5b067e,6,6.4,6.4.1,ER_H2O_WUEYST,Water Use Efficiency (United States dollars per cubic meter),360,Indonesia,2017,3.79,2013-2017,Food and Agriculture Organisation of United Nations (FAO),USD/m3,,
677e2c2721b30cb58c5b0682,6,6.4,6.4.1,ER_H2O_WUEYST,Water Use Efficiency (United States dollars per cubic meter),360,Indonesia,2018,3.98,2018-2022,Food and Agriculture Organisation of United Nations (FAO),USD/m3,,
677e2c2721b30cb58c5b0689,6,6.4,6.4.1,ER_H2O_WUEYST,Water Use Efficiency (United States dollars per cubic meter),360,Indonesia,2019,4.18,2018-2022,Food and Agriculture Organisation of United Nations (FAO),USD/m3,,
677e2c2721b30cb58c5b068a,6,6.4,6.4.1,ER_H2O_WUEYST,Water Use Efficiency (United States dollars per cubic meter),360,Indonesia,2020,4.09,2018-2022,Food and Agriculture Organisation of United Nations (FAO),USD/m3,,
677e2c2721b30cb58c5b0691,6,6.4,6.4.1,ER_H2O_WUEYST,Water Use Efficiency (United States dollars per cubic meter),360,Indonesia,2021,4.24,2018-2022,Food and Agriculture Organisation of United Nations (FAO),USD/m3,,
677e2c2721b30cb58c5b0692,,,,,,,,,,,,,,
677e2c3321b30cb58c5b0693,6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),360,Indonesia,2000,15.11,1998-2002,Food and Agriculture Organisation of United Nations (FAO),PERCENT,,
677e2c3321b30cb58c5b069a,6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),360,Indonesia,2001,16.02,1998-2002,Food and Agriculture Organisation of United Nations (FAO),PERCENT,,
677e2c3321b30cb58c5b069b,6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),360,Indonesia,2002,16.93,1998-2002,Food and Agriculture Organisation of United Nations (FAO),PERCENT,,
677e2c3321b30cb58c5b06a2,6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),360,Indonesia,2003,17.84,2003-2007,Food and Agriculture Organisation of United Nations (FAO),PERCENT,,
677e2c3321b30cb58c5b06a3,6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),360,Indonesia,2004,18.76,2003-2007,Food and Agriculture Organisation of United Nations (FAO),PERCENT,,
677e2c3321b30cb58c5b06aa,6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),360,Indonesia,2005,19.67,2003-2007,Food and Agriculture Organisation of United Nations (FAO),PERCENT,,
677e2c3321b30cb58c5b06ad,6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),360,Indonesia,2006,20.58,2003-2007,Food and Agriculture Organisation of United Nations (FAO),PERCENT,,
677e2c3321b30cb58c5b06ae,6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),360,Indonesia,2006,1.8,2003-2007,Food and Agriculture Organisation of United Nations (FAO),PERCENT,,
677e2c3321b30cb58c5b06b2,6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),360,Indonesia,2007,21.49,2003-2007,Food and Agriculture Organisation of United Nations (FAO),PERCENT,,
677e2c3321b30cb58c5b06b3,6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),360,Indonesia,2008,22.4,2008-2012,Food and Agriculture Organisation of United Nations (FAO),PERCENT,,
677e2c3321b30cb58c5b06ba,6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),360,Indonesia,2009,23.31,2008-2012,Food and Agriculture Organisation of United Nations (FAO),PERCENT,,
677e2c3321b30cb58c5b06bb,6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),360,Indonesia,2010,24.23,2008-2012,Food and Agriculture Organisation of United Nations (FAO),PERCENT,,
677e2c3321b30cb58c5b06c2,6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),360,Indonesia,2011,25.14,2008-2012,Food and Agriculture Organisation of United Nations (FAO),PERCENT,,
677e2c3321b30cb58c5b06c3,6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),360,Indonesia,2012,26.05,2008-2012,Food and Agriculture Organisation of United Nations (FAO),PERCENT,,
677e2c3321b30cb58c5b06c8,6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),360,Indonesia,2013,26.96,2013-2017,Food and Agriculture Organisation of United Nations (FAO),PERCENT,,
677e2c3321b30cb58c5b06cb,6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),360,Indonesia,2014,27.87,2013-2017,Food and Agriculture Organisation of United Nations (FAO),PERCENT,,
677e2c3321b30cb58c5b06d2,6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),360,Indonesia,2015,28.78,2013-2017,Food and Agriculture Organisation of United Nations (FAO),PERCENT,,
677e2c3321b30cb58c5b06d3,6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),360,Indonesia,2016,29.7,2013-2017,Food and Agriculture Organisation of United Nations (FAO),PERCENT,,
677e2c3321b30cb58c5b06da,6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),360,Indonesia,2017,29.7,2013-2017,Food and Agriculture Organisation of United Nations (FAO),PERCENT,,
677e2c3321b30cb58c5b06e2,6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),360,Indonesia,2019,29.7,2018-2022,Food and Agriculture Organisation of United Nations (FAO),PERCENT,,
677e2c3321b30cb58c5b06e5,6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),360,Indonesia,2020,29.7,2018-2022,Food and Agriculture Organisation of United Nations (FAO),PERCENT,,
677e2c3321b30cb58c5b06ea,6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),360,Indonesia,2021,29.7,2018-2022,Food and Agriculture Organisation of United Nations (FAO),PERCENT,,
677e2c3321b30cb58c5b06eb,,,,,,,,,,,,,,
677e2c4221b30cb58c5b06ec,6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),360,Indonesia,2017,48,2017,"Directorate of Water Resources, Ministry of State Development Planning/BAPPENAS ",PERCENT,,
677e2c4221b30cb58c5b06ed,6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),360,Indonesia,2020,66,2020,"Directorate of Water Resources, Ministry of State Development Planning/BAPPENAS ",PERCENT,,
677e2c4221b30cb58c5b06ee,6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),360,Indonesia,2023,70,2023,"Directorate of Water Resources, Ministry of State Development Planning/BAPPENAS ",PERCENT,,
677e2c4221b30cb58c5b06ef,,,,,,,,,,,,,,
677e2c4d21b30cb58c5b06f0,6,6.5,6.5.2,EG_TBA_H2CO,Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%),360,Indonesia,2017,NaN,2017-2018,Data compiled by UNECE and UNESCO as co-custodians,PERCENT,No data received,
677e2c4d21b30cb58c5b06f1,6,6.5,6.5.2,EG_TBA_H2CO,Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%),360,Indonesia,2020,1.22,2020-2022,Source: Relevant country authority; ,PERCENT,,
677e2c4d21b30cb58c5b06f2,6,6.5,6.5.2,EG_TBA_H2CO,Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%),360,Indonesia,2023,1.22,2020-2022,Source: Relevant country authority; ,PERCENT,,
677e2c4d21b30cb58c5b06f3,,,,,,,,,,,,,,
677e2c5c21b30cb58c5b06f4,6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",360,Indonesia,2000,90.04891,2000,The Organisation for Economic Co-operation and Development (OECD).,CON_USD_M,"Commitments: Based on OECD, CRS databased, 2024: Constant 2022 USD million",2022
677e2c5c21b30cb58c5b06f5,6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",360,Indonesia,2001,256.484,2001,The Organisation for Economic Co-operation and Development (OECD).,CON_USD_M,"Commitments: Based on OECD, CRS databased, 2024: Constant 2022 USD million",2022
677e2c5c21b30cb58c5b06f6,6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",360,Indonesia,2002,48.14922,2002,The Organisation for Economic Co-operation and Development (OECD).,CON_USD_M,"Gross disbursements: Based on OECD, CRS databased, 2024: Constant 2022 USD million",2022
677e2c5c21b30cb58c5b06f7,6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",360,Indonesia,2003,50.38366,2003,The Organisation for Economic Co-operation and Development (OECD).,CON_USD_M,"Gross disbursements: Based on OECD, CRS databased, 2024: Constant 2022 USD million",2022
677e2c5c21b30cb58c5b06f8,6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",360,Indonesia,2004,63.23385,2004,The Organisation for Economic Co-operation and Development (OECD).,CON_USD_M,"Gross disbursements: Based on OECD, CRS databased, 2024: Constant 2022 USD million",2022
677e2c5c21b30cb58c5b06f9,6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",360,Indonesia,2005,87.86777,2005,The Organisation for Economic Co-operation and Development (OECD).,CON_USD_M,"Gross disbursements: Based on OECD, CRS databased, 2024: Constant 2022 USD million",2022
677e2c5c21b30cb58c5b06fa,6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",360,Indonesia,2006,185.56832,2006,The Organisation for Economic Co-operation and Development (OECD).,CON_USD_M,"Gross disbursements: Based on OECD, CRS databased, 2024: Constant 2022 USD million",2022
677e2c5c21b30cb58c5b06fb,6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",360,Indonesia,2007,178.11565,2007,The Organisation for Economic Co-operation and Development (OECD).,CON_USD_M,"Gross disbursements: Based on OECD, CRS databased, 2024: Constant 2022 USD million",2022
677e2c5c21b30cb58c5b06fc,6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",360,Indonesia,2008,178.30447,2008,The Organisation for Economic Co-operation and Development (OECD).,CON_USD_M,"Gross disbursements: Based on OECD, CRS databased, 2024: Constant 2022 USD million",2022
677e2c5c21b30cb58c5b06fd,6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",360,Indonesia,2009,223.81232,2009,The Organisation for Economic Co-operation and Development (OECD).,CON_USD_M,"Gross disbursements: Based on OECD, CRS databased, 2024: Constant 2022 USD million",2022
677e2c5c21b30cb58c5b06fe,6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",360,Indonesia,2010,260.01479,2010,The Organisation for Economic Co-operation and Development (OECD).,CON_USD_M,"Gross disbursements: Based on OECD, CRS databased, 2024: Constant 2022 USD million",2022
677e2c5c21b30cb58c5b06ff,6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",360,Indonesia,2011,263.37742,2011,The Organisation for Economic Co-operation and Development (OECD).,CON_USD_M,"Gross disbursements: Based on OECD, CRS databased, 2024: Constant 2022 USD million",2022
677e2c5c21b30cb58c5b0700,6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",360,Indonesia,2012,211.06495,2012,The Organisation for Economic Co-operation and Development (OECD).,CON_USD_M,"Gross disbursements: Based on OECD, CRS databased, 2024: Constant 2022 USD million",2022
677e2c5c21b30cb58c5b0701,6,6.a,6.a.1,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2022 United States dollars)",360,Indonesia,2013,183.48043,2013,The Organisation for Economic Co-operation and Development (OECD).,CON_USD_M,"Gross disbursements: Based on OECD, CRS databased, 2024: Constant 2022 USD million",2022
